title,property_type,bedrooms,bathrooms,monthly_rent,available_from,is_available,address
"Modern 4 Bed House in kalikasthan, Rasuwa",house,4,2,21994,9/4/2025,TRUE,"kalikasthan, Rasuwa"
"Modern 3 Bed House in Ghailadubba, Jhapa",house,3,4,21940,9/23/2025,FALSE,"Ghailadubba, Jhapa"
"Bright Room in Babiyachaur-5, Myagdi",room,1,1,8758,9/14/2025,FALSE,"Babiyachaur-5, Myagdi"
"Cozy Room in Pepsicola, Kathmandu",room,1,1,8875,6/28/2025,TRUE,"Pepsicola, Kathmandu"
"Charming Room in Goligadh-9, Siddharthanagar, Bhairahawa, Rupandehi",room,1,1,6360,7/11/2025,FALSE,"Goligadh-9, Siddharthanagar, Bhairahawa, Rupandehi"
"Charming Room in Madi, Chitwan",room,1,1,5152,8/8/2025,FALSE,"Madi, Chitwan"
"Charming 2 Bed Apartment in Rajbiraj-4, Saptari",apartment,2,1,14058,6/30/2025,TRUE,"Rajbiraj-4, Saptari"
"Elegant 2 Bed Apartment in Huwas, Parbat",apartment,2,1,13438,8/10/2025,FALSE,"Huwas, Parbat"
"Charming Room in Mahadevsthan -8, Sindhuli",room,1,1,6616,9/17/2025,FALSE,"Mahadevsthan -8, Sindhuli"
"Cozy 3 Bed Apartment in Kupondole, Lalitpur",apartment,3,2,14951,8/5/2025,TRUE,"Kupondole, Lalitpur"
"Charming 3 Bed Apartment in Dumarwana, Bara",apartment,3,1,10108,7/28/2025,TRUE,"Dumarwana, Bara"
"Charming 3 Bed House in Nayabaneswor, Kathmandu",house,3,3,21553,6/27/2025,FALSE,"Nayabaneswor, Kathmandu"
"Modern Room in Damauli, Tanahu",room,1,1,7719,9/18/2025,FALSE,"Damauli, Tanahu"
"Charming Room in Nepaltar, Balaju, Kathmandu",room,1,1,9245,9/1/2025,TRUE,"Nepaltar, Balaju, Kathmandu"
"Elegant 3 Bed Apartment in KaMaNaPa -2, Lazimpat, Kathmandu",apartment,3,1,12680,8/24/2025,FALSE,"KaMaNaPa -2, Lazimpat, Kathmandu"
"Cozy 3 Bed House in Charpane, Birtamod, Jhapa",house,3,3,15570,7/28/2025,TRUE,"Charpane, Birtamod, Jhapa"
"Cozy 3 Bed House in Sunwal, Nawalparashi",house,3,4,22197,7/15/2025,TRUE,"Sunwal, Nawalparashi"
"Bright 2 Bed House in Galkot, Baglung",house,2,1,24999,8/26/2025,FALSE,"Galkot, Baglung"
"Bright 2 Bed House in Charikot, Dolakha",house,2,4,20050,9/12/2025,FALSE,"Charikot, Dolakha"
"Spacious Room in Dhangadhi, Kailali",room,1,1,8718,7/20/2025,TRUE,"Dhangadhi, Kailali"
"Bright 2 Bed Apartment in Hansposa, Sunsari",apartment,2,2,13432,8/1/2025,TRUE,"Hansposa, Sunsari"
"Modern 3 Bed House in Shitalpati, Salyan",house,3,2,21437,8/25/2025,TRUE,"Shitalpati, Salyan"
"Charming 4 Bed House in Motipur 1, Bardiya",house,4,4,19223,8/24/2025,TRUE,"Motipur 1, Bardiya"
"Bright 2 Bed House in Dailekha, Dailekha",house,2,4,15425,8/28/2025,FALSE,"Dailekha, Dailekha"
"Elegant Room in Mohanpur, Kamalpur, Siraha",room,1,1,7298,8/17/2025,TRUE,"Mohanpur, Kamalpur, Siraha"
"Cozy 4 Bed House in Bageswori 2, Khajura, Banke",house,4,4,23037,7/22/2025,FALSE,"Bageswori 2, Khajura, Banke"
"Modern 2 Bed House in Chisapani, Nawalparasi",house,2,4,20036,8/28/2025,TRUE,"Chisapani, Nawalparasi"
"Cozy 3 Bed House in Chakupat, Lalitpur",house,3,3,15486,8/25/2025,FALSE,"Chakupat, Lalitpur"
"Charming Room in Tilottama-7, Bhalwari, Rupandehi",room,1,1,7532,9/15/2025,TRUE,"Tilottama-7, Bhalwari, Rupandehi"
"Modern 4 Bed House in Dhabaha, Butwal",house,4,2,20325,8/20/2025,FALSE,"Dhabaha, Butwal"
"Cozy 3 Bed Apartment in Gokarneswor NP-5 Jorpati, Kathmandu",apartment,3,3,10226,7/21/2025,TRUE,"Gokarneswor NP-5 Jorpati, Kathmandu"
"Elegant Room in Lali, Darchula",room,1,1,6851,8/28/2025,TRUE,"Lali, Darchula"
"Charming Room in Sukedhara, Kathmandu",room,1,1,8429,7/3/2025,TRUE,"Sukedhara, Kathmandu"
"Modern 2 Bed Apartment in Kharpa 4, Khotang",apartment,2,1,12986,6/29/2025,FALSE,"Kharpa 4, Khotang"
"Bright 2 Bed House in Babarmahal, Kathmandu",house,2,2,15268,8/13/2025,FALSE,"Babarmahal, Kathmandu"
"Spacious 2 Bed House in Bihu 1, Baglung",house,2,4,20979,8/13/2025,FALSE,"Bihu 1, Baglung"
"Modern Room in Kotwada, Kalikot",room,1,1,7370,7/1/2025,TRUE,"Kotwada, Kalikot"
"Elegant Room in Garamani 8, Jhapa",room,1,1,5187,7/30/2025,FALSE,"Garamani 8, Jhapa"
"Modern Room in Dashera, Jajarkot",room,1,1,9713,7/17/2025,TRUE,"Dashera, Jajarkot"
"Bright Room in Thapathali, Kathmandu",room,1,1,5949,7/31/2025,TRUE,"Thapathali, Kathmandu"
"Cozy 2 Bed Apartment in Yashok, Panchathar",apartment,2,1,10783,8/27/2025,FALSE,"Yashok, Panchathar"
"Modern 3 Bed House in Belatari, Nawalparasi",house,3,3,15362,9/7/2025,TRUE,"Belatari, Nawalparasi"
"Elegant Room in Phedikhola, Syangja",room,1,1,5690,7/31/2025,TRUE,"Phedikhola, Syangja"
"Charming 2 Bed Apartment in KaManaPa 6, Bouddha, Kathmandu",apartment,2,2,12286,7/5/2025,FALSE,"KaManaPa 6, Bouddha, Kathmandu"
"Charming 3 Bed Apartment in Kalimati, Kathmandu",apartment,3,2,10253,8/15/2025,TRUE,"Kalimati, Kathmandu"
"Bright 2 Bed House in Dumja, Sindhuli",house,2,4,19664,7/19/2025,TRUE,"Dumja, Sindhuli"
"Modern 3 Bed House in Sindhuli, Sindhuli",house,3,2,18392,7/27/2025,FALSE,"Sindhuli, Sindhuli"
"Cozy 2 Bed House in Uttar Behadi, Dhangadi-4, Kailali",house,2,4,23784,7/28/2025,FALSE,"Uttar Behadi, Dhangadi-4, Kailali"
"Spacious Room in Baireni-7, Mastar, Dhading",room,1,1,6410,7/17/2025,FALSE,"Baireni-7, Mastar, Dhading"
"Cozy Room in Gaidakot-2, Nawalparasi",room,1,1,5288,7/20/2025,FALSE,"Gaidakot-2, Nawalparasi"
"Cozy 3 Bed Apartment in Lamahi, Dang",apartment,3,2,14910,9/23/2025,FALSE,"Lamahi, Dang"
"Elegant Room in Kanpur-1, Kavrepalanchowk",room,1,1,6264,9/6/2025,FALSE,"Kanpur-1, Kavrepalanchowk"
"Cozy Room in Bauniya-6, Kailali",room,1,1,6022,7/26/2025,TRUE,"Bauniya-6, Kailali"
"Spacious 2 Bed House in Radhakrishna Marga, Biratnagar",house,2,4,23750,8/28/2025,FALSE,"Radhakrishna Marga, Biratnagar"
"Elegant Room in Sankrantibazar-1, Tehrathum",room,1,1,7339,8/18/2025,FALSE,"Sankrantibazar-1, Tehrathum"
"Charming 2 Bed Apartment in Tikapur, Kailali",apartment,2,1,14687,9/14/2025,TRUE,"Tikapur, Kailali"
"Cozy Room in Kushadevi-7, Kavrepalanchowk",room,1,1,9202,7/2/2025,FALSE,"Kushadevi-7, Kavrepalanchowk"
"Cozy 3 Bed Apartment in Mamling-6, Sankhuwasava",apartment,3,1,11671,9/6/2025,TRUE,"Mamling-6, Sankhuwasava"
"Bright Room in Lahan, Siraha",room,1,1,5056,7/25/2025,TRUE,"Lahan, Siraha"
"Cozy Room in KaMaNaPa-9 Pinglasthan, Gaushala, Kathmandu",room,1,1,9895,9/4/2025,TRUE,"KaMaNaPa-9 Pinglasthan, Gaushala, Kathmandu"
"Elegant 3 Bed Apartment in Purkot Daha, Gulmi",apartment,3,3,13643,8/3/2025,TRUE,"Purkot Daha, Gulmi"
"Elegant Room in Uchha Madhyamik Vidhyalaya Bhawan, Nawalparasi",room,1,1,6649,8/29/2025,FALSE,"Uchha Madhyamik Vidhyalaya Bhawan, Nawalparasi"
"Charming 2 Bed House in Dallu, Kathmandu",house,2,4,16358,9/23/2025,FALSE,"Dallu, Kathmandu"
"Bright 3 Bed House in Maitighar, Kathmandu",house,3,2,18935,6/29/2025,FALSE,"Maitighar, Kathmandu"
"Modern 2 Bed Apartment in Parsha, Chitwan",apartment,2,3,10228,9/18/2025,FALSE,"Parsha, Chitwan"
"Modern 2 Bed Apartment in Barabishe, Sindhupalchowk",apartment,2,1,13067,9/19/2025,TRUE,"Barabishe, Sindhupalchowk"
"Modern 3 Bed Apartment in Mirmi, Syangja",apartment,3,3,12573,7/17/2025,FALSE,"Mirmi, Syangja"
"Charming 4 Bed House in Banepa, Kavrepalanchowk",house,4,3,19197,7/17/2025,FALSE,"Banepa, Kavrepalanchowk"
"Bright 2 Bed Apartment in Kapan-1, Kathmandu",apartment,2,1,12197,9/13/2025,TRUE,"Kapan-1, Kathmandu"
"Bright Room in Dillibazar Height, Kathmandu",room,1,1,5437,9/7/2025,TRUE,"Dillibazar Height, Kathmandu"
"Spacious 2 Bed House in Kalikota, Lasardha Beshi, Syanja",house,2,1,18537,8/16/2025,TRUE,"Kalikota, Lasardha Beshi, Syanja"
"Modern Room in Mahankal, Kathmandu",room,1,1,7893,7/30/2025,TRUE,"Mahankal, Kathmandu"
"Cozy 3 Bed Apartment in Salyan, Solukhumbu",apartment,3,1,12341,7/8/2025,TRUE,"Salyan, Solukhumbu"
"Elegant Room in Inaruwa, Sunsari",room,1,1,7587,8/11/2025,FALSE,"Inaruwa, Sunsari"
"Modern 3 Bed Apartment in Sano Thimi, Bhaktapur",apartment,3,2,12613,7/30/2025,TRUE,"Sano Thimi, Bhaktapur"
"Charming 3 Bed Apartment in Budhanilkhanta, Kathmandu",apartment,3,1,11474,8/17/2025,FALSE,"Budhanilkhanta, Kathmandu"
"Elegant 3 Bed Apartment in Sunkhani, Dolakha",apartment,3,3,13767,8/27/2025,FALSE,"Sunkhani, Dolakha"
"Bright Room in Saniambapur, Ghorahi-16, Dang",room,1,1,9565,9/20/2025,FALSE,"Saniambapur, Ghorahi-16, Dang"
"Charming 2 Bed Apartment in Maga Deurali, Dolakha",apartment,2,3,12941,7/22/2025,FALSE,"Maga Deurali, Dolakha"
"Cozy 3 Bed Apartment in Ka.Na.Pa.-7, Kathmandu",apartment,3,3,10239,8/23/2025,FALSE,"Ka.Na.Pa.-7, Kathmandu"
"Bright 2 Bed House in Dumre, Tanahun",house,2,3,23698,9/23/2025,FALSE,"Dumre, Tanahun"
"Bright 4 Bed House in Bhaktapur N.P-17, Bhaktapur",house,4,1,24945,8/13/2025,FALSE,"Bhaktapur N.P-17, Bhaktapur"
"Charming Room in Tahun 8, Palpa",room,1,1,6785,9/10/2025,TRUE,"Tahun 8, Palpa"
"Charming 3 Bed Apartment in Devichaur, Janakpur-10, Dhanusha",apartment,3,3,14425,9/23/2025,FALSE,"Devichaur, Janakpur-10, Dhanusha"
"Elegant 2 Bed Apartment in Dhumbarahi, Kathmandu",apartment,2,1,11043,6/29/2025,TRUE,"Dhumbarahi, Kathmandu"
"Bright Room in Basundhara, Kathmandu",room,1,1,9176,7/28/2025,TRUE,"Basundhara, Kathmandu"
"Charming 4 Bed House in Sipkhana, Kalikot",house,4,1,20207,8/18/2025,TRUE,"Sipkhana, Kalikot"
"Modern 2 Bed Apartment in Dhakaha, Sindhuli",apartment,2,1,14422,8/11/2025,FALSE,"Dhakaha, Sindhuli"
"Cozy 3 Bed House in Ka.Ma.Na.Pa. 13, Kalimati, Kathmandu",house,3,1,18369,7/1/2025,FALSE,"Ka.Ma.Na.Pa. 13, Kalimati, Kathmandu"
"Bright Room in Biratnagar 12, Morang",room,1,1,8257,7/7/2025,FALSE,"Biratnagar 12, Morang"
"Spacious Room in Simratu, Rukum",room,1,1,9388,8/30/2025,FALSE,"Simratu, Rukum"
"Spacious Room in Gotikhel-2, Lalitpur",room,1,1,8766,7/30/2025,FALSE,"Gotikhel-2, Lalitpur"
"Modern 3 Bed Apartment in Kirtipur, Kathmandu",apartment,3,3,10302,8/5/2025,FALSE,"Kirtipur, Kathmandu"
"Elegant 2 Bed Apartment in Bangard, Salyan",apartment,2,3,12676,9/14/2025,FALSE,"Bangard, Salyan"
"Modern 2 Bed House in Kerabari 2, Morang",house,2,4,22885,6/29/2025,FALSE,"Kerabari 2, Morang"
"Elegant 2 Bed Apartment in Gaurigunj, Jhapa",apartment,2,1,11542,8/1/2025,TRUE,"Gaurigunj, Jhapa"
"Cozy 3 Bed Apartment in Sano Bharyang, Bhandarkhal, Kathmandu",apartment,3,1,11773,8/26/2025,TRUE,"Sano Bharyang, Bhandarkhal, Kathmandu"
"Spacious 2 Bed Apartment in Uttar Dhoka, Kathmandu",apartment,2,2,14247,9/12/2025,FALSE,"Uttar Dhoka, Kathmandu"
"Elegant Room in Bardibas-8, Mahottari",room,1,1,9200,7/2/2025,TRUE,"Bardibas-8, Mahottari"
"Spacious 3 Bed Apartment in Dhudhauli Ward No. 8, Sindhuli",apartment,3,2,10342,8/28/2025,TRUE,"Dhudhauli Ward No. 8, Sindhuli"
"Spacious 2 Bed House in Dallu, Chauni, Kathmandu",house,2,4,15412,9/23/2025,TRUE,"Dallu, Chauni, Kathmandu"
"Cozy Room in Gokuleswor, Baitadi",room,1,1,9053,9/19/2025,FALSE,"Gokuleswor, Baitadi"
"Modern Room in Letang, Morang",room,1,1,9379,9/20/2025,TRUE,"Letang, Morang"
"Elegant Room in Mahalaxmisthan, Lalitpur",room,1,1,9601,9/16/2025,TRUE,"Mahalaxmisthan, Lalitpur"
"Spacious Room in Thulipokhari, Parbat",room,1,1,8326,8/20/2025,TRUE,"Thulipokhari, Parbat"
"Elegant Room in Mareng-7 Suryathum, Arghakhachi",room,1,1,7647,8/8/2025,TRUE,"Mareng-7 Suryathum, Arghakhachi"
"Modern 2 Bed Apartment in Manhari, Makawanpur",apartment,2,1,12047,8/8/2025,FALSE,"Manhari, Makawanpur"
"Cozy Room in Ishworpur, Sarlahi",room,1,1,8340,8/10/2025,TRUE,"Ishworpur, Sarlahi"
"Spacious 3 Bed House in Kushe Gaunpalika 9, Jajarkot",house,3,1,17406,9/10/2025,FALSE,"Kushe Gaunpalika 9, Jajarkot"
"Charming Room in Lazimpat, Kathmandu",room,1,1,8030,6/28/2025,TRUE,"Lazimpat, Kathmandu"
"Cozy 2 Bed Apartment in Bardibas, Mahottari",apartment,2,1,11988,7/8/2025,TRUE,"Bardibas, Mahottari"
"Cozy 2 Bed House in Tarkeswor 10, Manmaiju, Kathmandu",house,2,1,24519,8/25/2025,FALSE,"Tarkeswor 10, Manmaiju, Kathmandu"
"Bright 2 Bed House in Santinagar, Kathmandu",house,2,3,18989,8/20/2025,FALSE,"Santinagar, Kathmandu"
"Spacious Room in Garamani 8, Jhapa",room,1,1,6764,7/30/2025,FALSE,"Garamani 8, Jhapa"
"Spacious 2 Bed Apartment in Basanta Chowk, Bharatpur-9, Chitwan",apartment,2,2,12102,8/16/2025,FALSE,"Basanta Chowk, Bharatpur-9, Chitwan"
"Bright Room in Chabhil (Outer Ringroad), Kathmandu",room,1,1,7974,8/7/2025,TRUE,"Chabhil (Outer Ringroad), Kathmandu"
"Spacious 2 Bed Apartment in Phoimahadev, Kalikot",apartment,2,1,14082,8/31/2025,TRUE,"Phoimahadev, Kalikot"
"Cozy 3 Bed House in Mahankal, Kathmandu",house,3,3,22023,9/8/2025,TRUE,"Mahankal, Kathmandu"
"Elegant 3 Bed Apartment in Lalitpur, Lalitpur",apartment,3,3,12699,7/18/2025,FALSE,"Lalitpur, Lalitpur"
"Bright 2 Bed Apartment in Palhi, Nawalparasi",apartment,2,1,12829,9/22/2025,TRUE,"Palhi, Nawalparasi"
"Elegant 2 Bed Apartment in Diktel, Khotang",apartment,2,1,11168,8/13/2025,FALSE,"Diktel, Khotang"
"Modern 2 Bed Apartment in Naubise-7, Khanikhola, Dhading",apartment,2,3,12699,7/23/2025,FALSE,"Naubise-7, Khanikhola, Dhading"
"Cozy Room in Bhotechaur 1, Sindhupalchowk",room,1,1,6944,8/29/2025,TRUE,"Bhotechaur 1, Sindhupalchowk"
"Cozy Room in Hansposa, Sunsari",room,1,1,9407,8/22/2025,FALSE,"Hansposa, Sunsari"
"Charming 4 Bed House in Shiddartha Nagar, Rupandehi",house,4,3,20635,9/3/2025,TRUE,"Shiddartha Nagar, Rupandehi"
"Elegant 2 Bed Apartment in Kulung, Bhojpur",apartment,2,3,13700,9/2/2025,TRUE,"Kulung, Bhojpur"
"Spacious Room in Chaurjahari, Rukum",room,1,1,6403,7/24/2025,TRUE,"Chaurjahari, Rukum"
"Charming 3 Bed Apartment in Sano Bharyang, Bhandarkhal, Kathmandu",apartment,3,3,11618,8/24/2025,TRUE,"Sano Bharyang, Bhandarkhal, Kathmandu"
"Charming 3 Bed Apartment in Jaleshwor, Mohottari",apartment,3,3,13319,9/15/2025,FALSE,"Jaleshwor, Mohottari"
"Modern Room in Pinglasthan, Gaushala, Kathmandu",room,1,1,9590,8/15/2025,FALSE,"Pinglasthan, Gaushala, Kathmandu"
"Elegant 3 Bed Apartment in Mitrapark, Kathmandu",apartment,3,3,11545,6/28/2025,TRUE,"Mitrapark, Kathmandu"
"Cozy Room in Swagachowk, Sindhupalchowk",room,1,1,5912,7/30/2025,FALSE,"Swagachowk, Sindhupalchowk"
"Charming Room in Lamo Sanghu, Sindhupalchowk",room,1,1,9061,7/19/2025,TRUE,"Lamo Sanghu, Sindhupalchowk"
"Modern Room in Pharping, Kathmandu",room,1,1,7120,8/16/2025,FALSE,"Pharping, Kathmandu"
"Modern 4 Bed House in Tinpiple, Kathmandu",house,4,3,19294,8/14/2025,TRUE,"Tinpiple, Kathmandu"
"Elegant Room in Kaushaltar, Bhaktapur",room,1,1,6806,8/26/2025,FALSE,"Kaushaltar, Bhaktapur"
"Modern Room in KaMaNaPa Tarun Marga, Balaju Bypass, Kathmandu",room,1,1,6670,9/15/2025,TRUE,"KaMaNaPa Tarun Marga, Balaju Bypass, Kathmandu"
"Elegant 2 Bed Apartment in Mukundapur, Nawalparasi",apartment,2,3,10459,7/1/2025,TRUE,"Mukundapur, Nawalparasi"
"Elegant 2 Bed Apartment in Phulbari 1, Dang",apartment,2,1,14868,9/2/2025,FALSE,"Phulbari 1, Dang"
"Spacious 2 Bed Apartment in Tinthana VDC-5, Kathmandu",apartment,2,3,12236,9/16/2025,FALSE,"Tinthana VDC-5, Kathmandu"
"Charming 3 Bed Apartment in Pathari, Morang",apartment,3,3,11637,6/29/2025,TRUE,"Pathari, Morang"
"Elegant Room in Tokha Naparpalika -10, Basundhara, Kathmandu",room,1,1,9826,9/1/2025,TRUE,"Tokha Naparpalika -10, Basundhara, Kathmandu"
"Modern 2 Bed House in Biratnagar 12, Morang",house,2,4,20295,9/14/2025,TRUE,"Biratnagar 12, Morang"
"Elegant 3 Bed Apartment in Mirchaiya NP 6, Siraha",apartment,3,1,12397,8/23/2025,TRUE,"Mirchaiya NP 6, Siraha"
"Spacious Room in Phatepur-2, Saptari",room,1,1,9106,8/22/2025,FALSE,"Phatepur-2, Saptari"
"Cozy Room in Muktichowk, Birtamod",room,1,1,5772,8/19/2025,TRUE,"Muktichowk, Birtamod"
"Elegant 3 Bed Apartment in Walling 2, Phulbari, Syanjya",apartment,3,3,12237,9/10/2025,FALSE,"Walling 2, Phulbari, Syanjya"
Bright Room in Place,room,1,1,8882,9/11/2025,FALSE,Place
"Charming 3 Bed House in Sunkoshi Gaupalika -3, Okhaldhunga",house,3,1,15076,7/29/2025,FALSE,"Sunkoshi Gaupalika -3, Okhaldhunga"
"Cozy Room in Samanpur, Rautahat",room,1,1,5574,8/12/2025,FALSE,"Samanpur, Rautahat"
"Cozy 3 Bed Apartment in Lagankhel, Lalitpur",apartment,3,2,14178,8/20/2025,FALSE,"Lagankhel, Lalitpur"
"Modern Room in Kathmandu MaNaPa 32, Tinkune, Kathmandu",room,1,1,8550,7/12/2025,FALSE,"Kathmandu MaNaPa 32, Tinkune, Kathmandu"
"Bright 4 Bed House in Jadibuti, Kathmandu",house,4,4,24572,9/1/2025,TRUE,"Jadibuti, Kathmandu"
"Bright Room in Anamnagar, Kathmandu",room,1,1,7873,7/18/2025,FALSE,"Anamnagar, Kathmandu"
"Bright 4 Bed House in Bhimad-1, Tanahu",house,4,2,21680,8/13/2025,TRUE,"Bhimad-1, Tanahu"
"Elegant 2 Bed Apartment in Kalagaun, Achham",apartment,2,2,10791,8/28/2025,FALSE,"Kalagaun, Achham"
"Elegant Room in Banfikot, Rukum",room,1,1,6087,7/21/2025,TRUE,"Banfikot, Rukum"
"Modern 3 Bed House in New Baneshwor, Kathmandu",house,3,1,16273,7/28/2025,FALSE,"New Baneshwor, Kathmandu"
"Charming 3 Bed Apartment in Sohrakhutte, Kathmandu",apartment,3,2,12252,9/13/2025,TRUE,"Sohrakhutte, Kathmandu"
"Modern 4 Bed House in Biratnagar, Morang",house,4,3,19101,9/10/2025,FALSE,"Biratnagar, Morang"
"Modern 3 Bed House in KaMaNaPa 10 Thapagaun, , Kathmandu",house,3,4,24956,8/1/2025,FALSE,"KaMaNaPa 10 Thapagaun, , Kathmandu"
"Cozy 4 Bed House in Sokhubeshi, Sindhuli",house,4,2,22010,8/16/2025,TRUE,"Sokhubeshi, Sindhuli"
"Bright 2 Bed House in Tokha Na.Pa. 10, Basundhara, Kathmandu",house,2,4,15288,9/1/2025,FALSE,"Tokha Na.Pa. 10, Basundhara, Kathmandu"
"Bright Room in Kanchanbari, Biratnagar",room,1,1,6757,8/6/2025,FALSE,"Kanchanbari, Biratnagar"
"Cozy 2 Bed Apartment in Sunsari, Dharan",apartment,2,1,10551,9/13/2025,TRUE,"Sunsari, Dharan"
"Charming 4 Bed House in Bhimsthan -4, Sindhuli",house,4,1,18008,9/11/2025,TRUE,"Bhimsthan -4, Sindhuli"
"Elegant 3 Bed House in Naya Baneshwor, Kathmandu",house,3,4,18363,8/28/2025,FALSE,"Naya Baneshwor, Kathmandu"
"Bright Room in Rukumkot, Rukum",room,1,1,8893,8/28/2025,FALSE,"Rukumkot, Rukum"
"Spacious 2 Bed House in Mangalpur, Chitwan",house,2,4,21653,7/23/2025,TRUE,"Mangalpur, Chitwan"
"Charming 2 Bed House in Ka.Ma.Na.Pa. 30, Dillibazar, Kathmandu",house,2,4,20753,9/16/2025,TRUE,"Ka.Ma.Na.Pa. 30, Dillibazar, Kathmandu"
"Bright 4 Bed House in Ka.Ma.Na.Pa. 29, Goganbu, Kathmandu",house,4,3,19824,8/25/2025,FALSE,"Ka.Ma.Na.Pa. 29, Goganbu, Kathmandu"
"Bright 3 Bed Apartment in KTM-13, Kalandi, Kathmandu",apartment,3,3,14972,8/8/2025,FALSE,"KTM-13, Kalandi, Kathmandu"
"Cozy 2 Bed Apartment in Nepalgunj-12, Belaspur, Banke",apartment,2,3,14569,9/19/2025,TRUE,"Nepalgunj-12, Belaspur, Banke"
"Modern Room in Devinagar, Butwal, Rupandehi",room,1,1,7161,8/12/2025,FALSE,"Devinagar, Butwal, Rupandehi"
"Charming 2 Bed Apartment in Kulung, Bhojpur",apartment,2,1,12565,8/20/2025,FALSE,"Kulung, Bhojpur"
"Spacious 2 Bed Apartment in Tripureswor, Dhading",apartment,2,2,14721,8/16/2025,TRUE,"Tripureswor, Dhading"
"Bright Room in Tribhuvanbasti-1, Kanchanpur",room,1,1,8101,7/21/2025,FALSE,"Tribhuvanbasti-1, Kanchanpur"
"Elegant 2 Bed Apartment in Dimipokhari-3, Ramechhap",apartment,2,1,14245,8/27/2025,FALSE,"Dimipokhari-3, Ramechhap"
"Modern 3 Bed Apartment in Beni Bazar, Myagdi",apartment,3,3,12563,7/25/2025,TRUE,"Beni Bazar, Myagdi"
"Spacious 2 Bed Apartment in Sunkuda, Chir, Bajhang",apartment,2,2,11938,6/28/2025,FALSE,"Sunkuda, Chir, Bajhang"
"Elegant 2 Bed House in Shankhadhar Chowk, Bhaktapur",house,2,2,15608,9/3/2025,FALSE,"Shankhadhar Chowk, Bhaktapur"
"Spacious Room in Kuleswor, Kathmandu",room,1,1,8463,8/11/2025,TRUE,"Kuleswor, Kathmandu"
"Elegant 4 Bed House in Danchhi, Kathmandu",house,4,3,16273,9/4/2025,TRUE,"Danchhi, Kathmandu"
"Spacious Room in Balkumari, Lalitpur",room,1,1,8891,7/15/2025,FALSE,"Balkumari, Lalitpur"
"Bright 3 Bed Apartment in Simara-4, Bara",apartment,3,1,14599,8/24/2025,FALSE,"Simara-4, Bara"
"Cozy 4 Bed House in Gaighat, Udayapur",house,4,4,18571,7/23/2025,FALSE,"Gaighat, Udayapur"
"Charming Room in Thokarpa, Sindhupalchowk",room,1,1,8499,8/14/2025,FALSE,"Thokarpa, Sindhupalchowk"
"Bright Room in Waling, Syangja",room,1,1,8762,9/19/2025,TRUE,"Waling, Syangja"
"Cozy 3 Bed House in Illam, Illam",house,3,1,15468,9/12/2025,FALSE,"Illam, Illam"
"Spacious 2 Bed Apartment in Khushibu, Kathmandu",apartment,2,1,11653,7/4/2025,FALSE,"Khushibu, Kathmandu"
"Charming Room in Mid Baneshwor, Kathmandu",room,1,1,7549,8/12/2025,TRUE,"Mid Baneshwor, Kathmandu"
"Bright 2 Bed House in Khushibu, Kathmandu",house,2,1,24030,7/27/2025,FALSE,"Khushibu, Kathmandu"
"Spacious 2 Bed House in Kushmishera, Baglung",house,2,2,21739,7/2/2025,FALSE,"Kushmishera, Baglung"
Charming Room in Place,room,1,1,7542,7/6/2025,FALSE,Place
"Spacious Room in Baraha Chhetra, Sunsari",room,1,1,8241,7/18/2025,FALSE,"Baraha Chhetra, Sunsari"
"Modern Room in Janakpurdham, Dhanusha",room,1,1,6655,8/9/2025,TRUE,"Janakpurdham, Dhanusha"
"Modern 3 Bed House in Shiva Basti, Nawalparasi",house,3,2,20592,8/24/2025,TRUE,"Shiva Basti, Nawalparasi"
"Bright 2 Bed Apartment in Sworgadwari, Pyuthan",apartment,2,2,14001,8/4/2025,TRUE,"Sworgadwari, Pyuthan"
"Elegant 3 Bed Apartment in Chanai 8, Kharendrapur, Kapilbastu",apartment,3,2,14839,7/20/2025,FALSE,"Chanai 8, Kharendrapur, Kapilbastu"
"Spacious 3 Bed Apartment in Salyantar, Dhading",apartment,3,1,14146,7/17/2025,FALSE,"Salyantar, Dhading"
"Modern 2 Bed Apartment in Madi, Sankhuwasava",apartment,2,3,14031,7/16/2025,FALSE,"Madi, Sankhuwasava"
"Cozy Room in Sitapaila, Kathmandu",room,1,1,8891,8/5/2025,FALSE,"Sitapaila, Kathmandu"
"Bright Room in Dhumbarahi 4, Kathmandu",room,1,1,8807,9/4/2025,TRUE,"Dhumbarahi 4, Kathmandu"
"Cozy 4 Bed House in KTm-10, Baneswor, Kathmandu",house,4,3,16545,9/1/2025,FALSE,"KTm-10, Baneswor, Kathmandu"
"Charming Room in Neulapur, Bhurigaun, Bardiya",room,1,1,6779,7/5/2025,TRUE,"Neulapur, Bhurigaun, Bardiya"
"Bright Room in Ghorahi-11, Dang",room,1,1,9864,9/7/2025,FALSE,"Ghorahi-11, Dang"
"Elegant Room in Mahadevsthan, Khotang",room,1,1,8566,9/21/2025,FALSE,"Mahadevsthan, Khotang"
"Elegant 2 Bed Apartment in Masuria, Kailali",apartment,2,2,11010,6/27/2025,FALSE,"Masuria, Kailali"
"Spacious 3 Bed Apartment in Rakam 3, Surkhet",apartment,3,2,11216,8/12/2025,FALSE,"Rakam 3, Surkhet"
"Modern Room in Rajapur, Bardiya",room,1,1,8478,9/8/2025,FALSE,"Rajapur, Bardiya"
